name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Jørgen Holm-Larsen,1.0,15,2021-12-06,Hej jeg købte et kølefryseskab via…,"Hej jeg købte et kølefryseskab via jeres hjemmeside. Det gik fint nok, og det er det i får 1 stjerne for. Til gengæld var udleveringen under al kritik. Vi skulle hente varen i power Lyngby. Der var en kunde før os der skulle hente en vaskemaskine, han var den eneste i køen han havde ventet i 20 minutter på at få den udleveret. Mens vi venter kommer flere kunder til. Og efter 30 minutter kommer ekspedienten ud med vores vare på rampen, lige nøjagtig langt nok væk til at vi ikke kan nå den. En anden kunde begynder at diskutere med ekspedienten om at han ikke har tid til at vente. Jeg beder ekspedienten om at rykke vores vare ud til kanten, så vi selv kan tage den, dog uden held, han fortsætter snakken med den anden kunde. Jeg mener at når jeg kommer først og har ventet længe, så synes jeg det er usmageligt, at en der lige er ankommet, springer os andre over. Jeg siger så lidt mere bestemt, at jeg vil gerne have udleveret min vare, hvorefter ekspedienten vender sig mod mig, og siger at nu skal jeg slappe af, ellers får jeg ikke min vare. Efter ca. 35 minutter får jeg endelig vores vare, og kører derfra med en dårlig oplevelse. Det skal dog nævnes at den ansatte var alene, og havde prøvet at kalde på hjælp, men fik ingen. Men anyway, jeg skal ikke hente varer fra power i Lyngby igen....",Power,"Hej jeg købte et kølefryseskab via jeres hjemmeside. Det gik fint nok, og det er det i får 1 stjerne for. Til gengæld var udleveringen under al kritik. Vi skulle hente varen i  Lyngby. Der var en kunde før os der skulle hente en vaskemaskine, han var den eneste i køen han havde ventet i 20 minutter på at få den udleveret. Mens vi venter kommer flere kunder til. Og efter 30 minutter kommer ekspedienten ud med vores vare på rampen, lige nøjagtig langt nok væk til at vi ikke kan nå den. En anden kunde begynder at diskutere med ekspedienten om at han ikke har tid til at vente. Jeg beder ekspedienten om at rykke vores vare ud til kanten, så vi selv kan tage den, dog uden held, han fortsætter snakken med den anden kunde. Jeg mener at når jeg kommer først og har ventet længe, så synes jeg det er usmageligt, at en der lige er ankommet, springer os andre over. Jeg siger så lidt mere bestemt, at jeg vil gerne have udleveret min vare, hvorefter ekspedienten vender sig mod mig, og siger at nu skal jeg slappe af, ellers får jeg ikke min vare. Efter ca. 35 minutter får jeg endelig vores vare, og kører derfra med en dårlig oplevelse. Det skal dog nævnes at den ansatte var alene, og havde prøvet at kalde på hjælp, men fik ingen. Men anyway, jeg skal ikke hente varer fra  i Lyngby igen....",-0.0008284600389863499,M,2021-12-06,2021,12,0
Louise ,5.0,55,2023-02-28,God og professionel vejledning i at…,God og professionel vejledning i at vælge det rigtige tv samt velvilje i forhold til at lave et godt tilbud. Meget tilfreds med servicen.,Power,God og professionel vejledning i at vælge det rigtige tv samt velvilje i forhold til at lave et godt tilbud. Meget tilfreds med servicen.,1.3961538461538452,F,2023-02-28,2023,2,1
Jens,1.0,15,2023-01-08,ELENDIG BUTIK,"ELENDIG BUTIK. De siger jeg kan returnere min varer omkostningsfrit, men da jeg kommer ned i butikken. Så kan jeg ikke få den fulde pris fra varen tilbage. Jeg får kun 75% af mine penge tilbage. De beholder de sidste 25%. Skammeligt! Handler der i hvert fald ikke igen. Tænker jeg tager i Elgiganten i stedet for.",Power,"ELENDIG BUTIK. De siger jeg kan returnere min varer omkostningsfrit, men da jeg kommer ned i butikken. Så kan jeg ikke få den fulde pris fra varen tilbage. Jeg får kun 75% af mine penge tilbage. De beholder de sidste 25%. Skammeligt! Handler der i hvert fald ikke igen. Tænker jeg tager i  i stedet for.",-1.1480261878125013,M,2023-01-08,2023,1,6
Per Hergaard,6.0,45,2020-08-10,God service og information,"Leverede den korrekte vare til den lovede tid og god service i butikken i City Syd, Aalborg.God information om forløb via mail",Power,"Leverede den korrekte vare til den lovede tid og god service i butikken i City Syd, Aalborg.God information om forløb via mail",1.064814814814814,M,2020-08-10,2020,8,0
Per Hagemann,28.0,55,2020-07-30,Bestilt på nettet,"Bestilt på nettet, og fik til aftalt tid, fint! Intet at klage over, sådan skal det være!",Power,"Bestilt på nettet, og fik til aftalt tid, fint! Intet at klage over, sådan skal det være!",0.6316088399999996,M,2020-07-30,2020,7,3
Søren Ravn Bulay Jessen,3.0,15,2023-03-15,Bestiller tv på nettet,"Bestiller tv på nettet, til afhentning i butik.På tv'ets side er banner med reklame for rente og omkostningsfrit lån 10 eller 20 mnd.Jeg ansøger, og bliver godkendt.Dagen efter bliver jeg ringet op, men kan ikke tage tlf. der bliver lagt besked om at det tv jeg har bestilt er returvare. men ingen info om stand eller hvorvidt det har været hos en kunde i 1 dag eller 3 mnd.Da jeg ankommer (dette er ca. kl 15:40) er tv'et pakket i en kasse der er flået op, og derefter tapet ind igen med stykker af bølgepap for at lukke div. huller.Jeg får fat i en ekspedient og fortæller at det er mit og at jeg har et lån.Først fortæller ekspedienten at han ingen info har om hvordan tv'et er brugt/returneret. Kan kun sige: ""Det kan både være demo, eller retur fra kunde, det ved vi ikke noget om""Nogen må vel vide det?Jeg vælger at gå videre med handlen da jeg er dækket af købeloven ved evt. defekter.Desværre slutter farcen ikke her.Da vi når til betalingen fortæller jeg om lånet, hvortil ekspedienten svarer: ""Sådan et lån har vi ikke"". Hvilket undrer mig da det var gennem banner på deres side, på dette specifikke produkt, og med POWER skrevet på bevillingen fra ekspresbank.Jeg forklarer det flere gange, hvortil han blot siger ""Det er et gammelt lån, det har vi ikke mere."" (Der står t.o.m. 31 Marts 2023 på siden...)Jeg forsøger at skrive med kundeservice på chat, hvilket resulterer i 4 medarbejdere der kaster mig rundt med ordene ""Jeg finder lige en sælger der kan hjælpe"". Da jeg bliver træt af at vente, finder jeg et nummer til kundeservice og ringer dem op. Der får jeg fat i en medarbejder som siger at jeg skal sige til ekspedienten: ""Ring til ekspresbanks forhandler support og få dem til at gøre lånet klar""Ekspedientens direkte svar på dette er: ""Det kan jeg ikke se skulle hjælpe"" Jeg er mildest talt i chok. Klokken er nu 17:04, og powers kundeservice er lukket, så jeg kan ikke ringe dem op igen. Jeg kan heller ikke selv ringe til Ekspresbank, for de lukker også kl. 17. Jeg må derfor gå uforrettet fra butikken på Vesterport, KBH. Jeg bor selv i det sydlige midtsjælland. Jeg skriver til kundeservice om hele miseren da jeg kommer hjem. Dette var Onsdag d. 8 Marts. Nu her 1 uge efter, er der stadig ingen der har svaret, trods flere mails hvor jeg rykker for svar. Tv'et jeg havde udset mig er udsolgt og jeg føler mig godt og grundigt pisset på. Jeg vil vove at påstå der er tale om mild falsk reklame, da jeg ikke kan bruge det lån jeg har taget igennem deres egen hjemmeside og et tv der ikke er som beskrevet. Tænker at det kunne være interessant at høre hvad ombudsmanden har at sige, da jeg kan se det ikke er første gang folk et blevet snydt/dårligt behandlet.Svar på svar.Jeg kunne netop ikke vælge finansiering, derfor valgte jeg betaling i butik, da det kan gøres alle andre steder, som jeg også beskrev i en mail lige efter bestillingen, ej heller var det beskrevet som restsalg før efter jeg bestilte. Jeg har netop kigget på produktet, og kan se at banneret stadig står på produktets side. Altså må det være rimeligt at antage at produktet er en del af tilbuddet om special finansiering. Ydermere står tv'et i listen når man klikker på banneret. Samtidig er lånet heller ikke at vælge ved betaling af andre tv'er på listen. Altså er det umuligt at bruge lånet til at købe et produkt med.Hvordan har i tænkt jer at løse dette problem?Som fodnote. Det er interessant at i ikke svarer på mails efter 1 uge, men offentlige anmeldelser bliver besvaret inden for samme dag.",Power,"Bestiller tv på nettet, til afhentning i butik.På tv'ets side er banner med reklame for rente og omkostningsfrit lån 10 eller 20 mnd.Jeg ansøger, og bliver godkendt.Dagen efter bliver jeg ringet op, men kan ikke tage tlf. der bliver lagt besked om at det tv jeg har bestilt er returvare. men ingen info om stand eller hvorvidt det har været hos en kunde i 1 dag eller 3 mnd.Da jeg ankommer (dette er ca. kl 15:40) er tv'et pakket i en kasse der er flået op, og derefter tapet ind igen med stykker af bølgepap for at lukke div. huller.Jeg får fat i en ekspedient og fortæller at det er mit og at jeg har et lån.Først fortæller ekspedienten at han ingen info har om hvordan tv'et er brugt/returneret. Kan kun sige: ""Det kan både være demo, eller retur fra kunde, det ved vi ikke noget om""Nogen må vel vide det?Jeg vælger at gå videre med handlen da jeg er dækket af købeloven ved evt. defekter.Desværre slutter farcen ikke her.Da vi når til betalingen fortæller jeg om lånet, hvortil ekspedienten svarer: ""Sådan et lån har vi ikke"". Hvilket undrer mig da det var gennem banner på deres side, på dette specifikke produkt, og med  skrevet på bevillingen fra ekspresbank.Jeg forklarer det flere gange, hvortil han blot siger ""Det er et gammelt lån, det har vi ikke mere."" (Der står t.o.m. 31 Marts 2023 på siden...)Jeg forsøger at skrive med kundeservice på chat, hvilket resulterer i 4 medarbejdere der kaster mig rundt med ordene ""Jeg finder lige en sælger der kan hjælpe"". Da jeg bliver træt af at vente, finder jeg et nummer til kundeservice og ringer dem op. Der får jeg fat i en medarbejder som siger at jeg skal sige til ekspedienten: ""Ring til ekspresbanks forhandler support og få dem til at gøre lånet klar""Ekspedientens direkte svar på dette er: ""Det kan jeg ikke se skulle hjælpe"" Jeg er mildest talt i chok. Klokken er nu 17:04, og powers kundeservice er lukket, så jeg kan ikke ringe dem op igen. Jeg kan heller ikke selv ringe til Ekspresbank, for de lukker også kl. 17. Jeg må derfor gå uforrettet fra butikken på Vesterport, KBH. Jeg bor selv i det sydlige midtsjælland. Jeg skriver til kundeservice om hele miseren da jeg kommer hjem. Dette var Onsdag d. 8 Marts. Nu her 1 uge efter, er der stadig ingen der har svaret, trods flere mails hvor jeg rykker for svar. Tv'et jeg havde udset mig er udsolgt og jeg føler mig godt og grundigt pisset på. Jeg vil vove at påstå der er tale om mild falsk reklame, da jeg ikke kan bruge det lån jeg har taget igennem deres egen hjemmeside og et tv der ikke er som beskrevet. Tænker at det kunne være interessant at høre hvad ombudsmanden har at sige, da jeg kan se det ikke er første gang folk et blevet snydt/dårligt behandlet.Svar på svar.Jeg kunne netop ikke vælge finansiering, derfor valgte jeg betaling i butik, da det kan gøres alle andre steder, som jeg også beskrev i en mail lige efter bestillingen, ej heller var det beskrevet som restsalg før efter jeg bestilte. Jeg har netop kigget på produktet, og kan se at banneret stadig står på produktets side. Altså må det være rimeligt at antage at produktet er en del af tilbuddet om special finansiering. Ydermere står tv'et i listen når man klikker på banneret. Samtidig er lånet heller ikke at vælge ved betaling af andre tv'er på listen. Altså er det umuligt at bruge lånet til at købe et produkt med.Hvordan har i tænkt jer at løse dette problem?Som fodnote. Det er interessant at i ikke svarer på mails efter 1 uge, men offentlige anmeldelser bliver besvaret inden for samme dag.",0.16417859577368785,M,2023-03-15,2023,3,2
DanD,11.0,55,2022-08-23,Power Sønderborg.,"Power Sønderborg.Skulle have nyt TV, fik fremragende service.Have besluttet mærke & type hjemmefra, men kom hjem med et andet pga. god service.",Power," Sønderborg.Skulle have nyt TV, fik fremragende service.Have besluttet mærke & type hjemmefra, men kom hjem med et andet pga. god service.",0.9164305555555551,Ukendt,2022-08-23,2022,8,1
Ibo Hursid,17.0,55,2022-11-18,Købt en telefon som konen dog ikke…,"Købt en telefon som konen dog ikke kunne lide. I første omgang ikke et afslag på returretten, men vi får talt tingene igennem og power går med til at tage telefonen retur og vi ender med en telefon som konen bliver glad for. Tak til Jeppe og selcuk fra power Herlev for at ekspeditionen gik fint. Kan klart anbefale at blive guided og købe telefon gennem dem.",Power,"Købt en telefon som konen dog ikke kunne lide. I første omgang ikke et afslag på returretten, men vi får talt tingene igennem og  går med til at tage telefonen retur og vi ender med en telefon som konen bliver glad for. Tak til Jeppe og selcuk fra  Herlev for at ekspeditionen gik fint. Kan klart anbefale at blive guided og købe telefon gennem dem.",1.226851851851852,Ukendt,2022-11-18,2022,11,4
Bjarne Hansen,4.0,15,2021-10-27,I har den mest elendige kundeservice…,I har den mest elendige kundeservice jeg nogensinde har oplevet.,Power,I har den mest elendige kundeservice jeg nogensinde har oplevet.,-1.1111111111111118,M,2021-10-27,2021,10,2
Lise-Lotte Baekgaard,14.0,55,2021-02-22,Fik en super vejledning under online…,Fik en super vejledning under online købet. Produktet blev leveret til tiden.Leveringen og service ved installation var fantastisk. Al min skepsis ved at købe feks.opvasker mm online er væk.,Power,Fik en super vejledning under online købet. Produktet blev leveret til tiden.Leveringen og service ved installation var fantastisk. Al min skepsis ved at købe feks.opvasker mm online er væk.,0.7013888888888881,F,2021-02-22,2021,2,0
Tom,20.0,15,2022-08-26,Dårlig kundeservice..,"Dårlig kundeservice..Der er aldrig nogen ledig til at chatte , og email / tlf er umuligt . Det er en ommer power",Power,"Dårlig kundeservice..Der er aldrig nogen ledig til at chatte , og email / tlf er umuligt . Det er en ommer ",-1.28125,M,2022-08-26,2022,8,4
Bach,15.0,45,2021-02-22,God service,God service og levering til den aftalte tid,Power,God service og levering til den aftalte tid,0.999999999999999,Ukendt,2021-02-22,2021,2,0
Lilian Faber,55.0,55,2021-09-06,Altid fin service og hjælp,Dato for oplevelse: 06. september 2021,Power,Dato for oplevelse: 06. september 2021,0.5,F,2021-09-06,2021,9,0
Britt Bang-sørensen,12.0,55,2020-09-03,God og hurtig betjening,"God og hurtig betjening! Godt køb, god pris.",Power,"God og hurtig betjening! Godt køb, god pris.",2.4648878571428563,F,2020-09-03,2020,9,3
Birte Ottosen,65.0,15,2021-05-01,Dårlig opførsel,"Desværre fik kassedamen ikke fjernet tyverisikringen på min nyindkøbte støvsuger. Hele alarmsystem bimlede og bamlede i et fyldt rosengårdscenter, og ikke så meget som en undskyldning fra de 2 fremstormende butiksassistent , det kan i gøre bedre Power Fremover lægger jeg mine indkøb et andet sted",Power,"Desværre fik kassedamen ikke fjernet tyverisikringen på min nyindkøbte støvsuger. Hele alarmsystem bimlede og bamlede i et fyldt rosengårdscenter, og ikke så meget som en undskyldning fra de 2 fremstormende butiksassistent , det kan i gøre bedre  Fremover lægger jeg mine indkøb et andet sted",-0.12800925925925907,F,2021-05-01,2021,5,5
Lasse HH,4.0,15,2022-10-04,Virkeligt dårligt butik,Virkeligt dårligt butik. Der står red Bull dåser over det hele og alt flyder. Deres hjemme side passer ikk med deres lager trist episode man køre så langt for a hente noget de ikk har selv om de havde 5+ på lager.,Power,Virkeligt dårligt butik. Der står red Bull dåser over det hele og alt flyder. Deres hjemme side passer ikk med deres lager trist episode man køre så langt for a hente noget de ikk har selv om de havde 5+ på lager.,-0.2774410774410774,M,2022-10-04,2022,10,1
bjarne olsen,5.0,55,2022-01-30,Hurtigt og nemt,"Hurtigt og nemt , super godt leveret",Power,"Hurtigt og nemt , super godt leveret",2.0833333333333335,M,2022-01-30,2022,1,6
Steen Müller,8.0,55,2022-12-30,Hurtig præcis service og kompetente…,Hurtig præcis service og kompetente medarbejdere.,Power,Hurtig præcis service og kompetente medarbejdere.,1.5111111111111106,M,2022-12-30,2022,12,4
Susanne Hintze Nortov,19.0,55,2022-12-18,Det er ikke sidste gang vi handler hos…,Det er ikke sidste gang vi handler hos jer. Vi mødte en super kompetent medarbejder smilende og imødekommende.,Power,Det er ikke sidste gang vi handler hos jer. Vi mødte en super kompetent medarbejder smilende og imødekommende.,1.6111111111111107,F,2022-12-18,2022,12,6
Line,3.0,15,2021-03-15,Bestilte og fik ordrebekræftelse,Bestilte og fik ordrebekræftelse. Blev ringet op 2 timer efter at min ordre var blevet annulleret da de ikke havde flere. Varen er en vare som stadig sælges. Jeg er sikker på at hvis power ønskede at sælge kunne de have skaffet varen dog med længere leveringstid. Virkelig skuffende!!,Power,Bestilte og fik ordrebekræftelse. Blev ringet op 2 timer efter at min ordre var blevet annulleret da de ikke havde flere. Varen er en vare som stadig sælges. Jeg er sikker på at hvis  ønskede at sælge kunne de have skaffet varen dog med længere leveringstid. Virkelig skuffende!!,-0.3255214790769241,F,2021-03-15,2021,3,0
Birgit Torp,52.0,25,2023-03-02,Glad for mit køb hos Power,"Glad for mit køb hos Power. Synes dog servicen ved leveringen var dårlig. Havde været i butikke og forklaret vores situation, om en anden leveringsmåde. Det var åbenbart ikke muligt. I kunne godt have været lidt mere flexibel.",Power,"Glad for mit køb hos . Synes dog servicen ved leveringen var dårlig. Havde været i butikke og forklaret vores situation, om en anden leveringsmåde. Det var åbenbart ikke muligt. I kunne godt have været lidt mere flexibel.",0.38888888888888895,F,2023-03-02,2023,3,3
Olivia,3.0,15,2020-11-07,Dårlig kundeservice,Kommer ikke til at handle hos Power igen...... Virkelig dårlig kundeservice,Power,Kommer ikke til at handle hos  igen...... Virkelig dårlig kundeservice,-0.9472222222222222,Ukendt,2020-11-07,2020,11,5
Jørgen Bloch Knudsen,1.0,55,2021-10-07,Rigtigt god behandling kunne ikke finde…,Rigtigt god behandling kunne ikke finde kvittering men tommels op for god service ved kundeservice  ved ikke hvad landsdel og så i butikken i Kolding,Power,Rigtigt god behandling kunne ikke finde kvittering men tommels op for god service ved kundeservice  ved ikke hvad landsdel og så i butikken i Kolding,1.2222222222222208,M,2021-10-07,2021,10,3
Carsten Bejder Nielsen,3.0,15,2023-01-25,Slatten kundeservice,"Når man sælger en vare til afhentning i butik, vil det være smart at have personale der rent faktisk gider hente varen på lageret og ikke bare sender kunden videre til en kollega, der så sender en videre igen.",Power,"Når man sælger en vare til afhentning i butik, vil det være smart at have personale der rent faktisk gider hente varen på lageret og ikke bare sender kunden videre til en kollega, der så sender en videre igen.",0.39145299145299134,M,2023-01-25,2023,1,2
OLM,12.0,55,2022-11-17,Go' oplevelse at handle i Chatten :-),Go' oplevelse at handle med Mikael i Chatten hos Power. Vi fik snakket produkt og pris med godt resultat :-),Power,Go' oplevelse at handle med Mikael i Chatten hos . Vi fik snakket produkt og pris med godt resultat :-),0.972222222222223,Ukendt,2022-11-17,2022,11,3
Multi Enterprise,3.0,15,2021-07-03,Total uvidende personale,"Total uvidende personale, ung kvinde.Det handler kun om mere salg, uden service.Vi handler et andet sted næste gang.",Power,"Total uvidende personale, ung kvinde.Det handler kun om mere salg, uden service.Vi handler et andet sted næste gang.",0.1010101010101009,Ukendt,2021-07-03,2021,7,5
Erik,9.0,15,2021-09-13,FORSØG PÅ SVINDEL - MEGET BRUGT VARE FORSØGT SOLGT SOM NY VARE,Købte en bærbar computer hvor papkassen ved afhentning viste tegn på at have været åbnet. I påsyn af udleveringspersonalet åbner jeg kassen og det viser sig at produktet er (meget) brugt. Oplader og ledning er fyldt med nuldermænd og hundehår og selve ventilationsindsugningen under bunden på computeren var helt hvid/grå og fyldt med støv. Den bar tydelige tegn på at have været brugt eller stået i udstillingen i mange måneder. En sælger bliver tilkaldt og det viser sig at være en meget arrogant ung fyr som er fuldstændig ligeglad med at man har forsøgt at svindle ved at sælge en meget brugt computer som ny. Han vil ikke høre tale om at den er brugt på trods af de synlige beviser herpå. Efter en længere diskussion med denne ubehagelige overlegne unge fyr bliver konklusionen at han tager computeren retur og jeg får mine penge tilbage. DET ER IKKE FØRSTE GANG JEG ER BLEVET DÅRLIG BEHANDLET I POWER OG NU ER DET ENDEGYLDIGT SLUT MED AT HANDLE HER UANSET HVOR GODE DRES PRISER ER.,Power,Købte en bærbar computer hvor papkassen ved afhentning viste tegn på at have været åbnet. I påsyn af udleveringspersonalet åbner jeg kassen og det viser sig at produktet er (meget) brugt. Oplader og ledning er fyldt med nuldermænd og hundehår og selve ventilationsindsugningen under bunden på computeren var helt hvid/grå og fyldt med støv. Den bar tydelige tegn på at have været brugt eller stået i udstillingen i mange måneder. En sælger bliver tilkaldt og det viser sig at være en meget arrogant ung fyr som er fuldstændig ligeglad med at man har forsøgt at svindle ved at sælge en meget brugt computer som ny. Han vil ikke høre tale om at den er brugt på trods af de synlige beviser herpå. Efter en længere diskussion med denne ubehagelige overlegne unge fyr bliver konklusionen at han tager computeren retur og jeg får mine penge tilbage. DET ER IKKE FØRSTE GANG JEG ER BLEVET DÅRLIG BEHANDLET I  OG NU ER DET ENDEGYLDIGT SLUT MED AT HANDLE HER UANSET HVOR GODE DRES PRISER ER.,-0.04400505050505072,M,2021-09-13,2021,9,0
Susanne,3.0,45,2023-04-16,Efter at have ventet nok lidt længe på…,"Efter at have ventet nok lidt længe på en ledig medarbejder (var lige ved at opgive) kom en superkvik, sød, venlig og hurtig medarbejder og det hele var klaret på et øjeblik!. Næste dag ved afhentningen af varen igen en rigtig sød, høflig og hjælpsom betjening!",Power,"Efter at have ventet nok lidt længe på en ledig medarbejder (var lige ved at opgive) kom en superkvik, sød, venlig og hurtig medarbejder og det hele var klaret på et øjeblik!. Næste dag ved afhentningen af varen igen en rigtig sød, høflig og hjælpsom betjening!",2.2172979221999993,F,2023-04-16,2023,4,6
Lasse,1.0,15,2020-12-12,Hvor bliver opladeren af?,"Opdatering: Ja, tak skal du ellers have. Nu har I bestilt en oplader - men sendt den til Holbæk i stedet for til Lyngby som aftalt. Og hvordan er det nu, jeg skal få fortalt det til Holbæk? Man kan ikke ringe til dem, det tager en time at komme igennem til kundeservice og hvis der bliver lagt en besked til butikken i Holbæk, så tager det ti dage før de vender tilbage. Så hvordan får jeg min oplader??? For et stykke tid siden købte jeg en laptop af Power, der var blevet refunderet af en tidligere køber, men skulle være ubrugt. Da den blev udleveret fik jeg imidlertid en oplader med, som ikke passede til laptoppen og som ikke er kraftig nok til at undgå, at den løber tør for strøm. Jeg kørte derfor til Power i Lyngby, hvor jeg ventede i kø en halv time for at få en ny oplader med hjem, der heller ikke var kraftig nok. Dagen efter kørte jeg til Power i Glostrup, hvor kundeservice (en time i kø) mente, at de måske have en oplader. Her havde man ikke en oplader, men ville lægge en ""haster"" besked hos Power i Holbæk, hvor laptoppen kom fra. De lovede, at butikken ville vende tilbage til mig inden 24 timer. Det er nu en uge siden og jeg har ikke hørt et pip. Hvis man ringer til kundeservice, så er der en times ventetid, hvis man går i ud i Power, så kan de ikke hjælpe med noget og når den butik, jeg har handlet hos lover at svare, så sker der endnu mindre. Hvad skal jeg gøre for at få en oplader til min computer, så den virker?",Power,"Opdatering: Ja, tak skal du ellers have. Nu har I bestilt en oplader - men sendt den til Holbæk i stedet for til Lyngby som aftalt. Og hvordan er det nu, jeg skal få fortalt det til Holbæk? Man kan ikke ringe til dem, det tager en time at komme igennem til kundeservice og hvis der bliver lagt en besked til butikken i Holbæk, så tager det ti dage før de vender tilbage. Så hvordan får jeg min oplader??? For et stykke tid siden købte jeg en laptop af , der var blevet refunderet af en tidligere køber, men skulle være ubrugt. Da den blev udleveret fik jeg imidlertid en oplader med, som ikke passede til laptoppen og som ikke er kraftig nok til at undgå, at den løber tør for strøm. Jeg kørte derfor til  i Lyngby, hvor jeg ventede i kø en halv time for at få en ny oplader med hjem, der heller ikke var kraftig nok. Dagen efter kørte jeg til  i Glostrup, hvor kundeservice (en time i kø) mente, at de måske have en oplader. Her havde man ikke en oplader, men ville lægge en ""haster"" besked hos  i Holbæk, hvor laptoppen kom fra. De lovede, at butikken ville vende tilbage til mig inden 24 timer. Det er nu en uge siden og jeg har ikke hørt et pip. Hvis man ringer til kundeservice, så er der en times ventetid, hvis man går i ud i , så kan de ikke hjælpe med noget og når den butik, jeg har handlet hos lover at svare, så sker der endnu mindre. Hvad skal jeg gøre for at få en oplader til min computer, så den virker?",0.2578811369509043,M,2020-12-12,2020,12,5
Peter Kronborg,3.0,15,2022-11-09,Virklig dårlig købsoplevelse ☹️,"Jeg har i dag handlet i Power i Lyngby. Magen til rodebutik, alt står og flyder og man skal bevæge sig gennem en labyrint af papkasser for at komme rundt.Jeg bliver henvist til en stand ved deres tv afdeling, hvor der ikke er nogen betjening, en venlig dame, der gør rent beklager og forsøger af flere omgange at finde en sælger. Efter ca 10 minutter kommer der en ung fyr slentrene, og hurtigt finder han min Clik og collect via mit telefonnummer.Jeg køber Air pods og et tv, får udleveret air pods'ne og bliver henvist til vareudlevering for at hente tv.Efter at have ledt i 10 minutter må jeg tilbage til butikken og få præciseret hvor vareudlevering er, og det viser sig at være en stor port med form som en banner, hvorpå der står henvisning til butikken og et lille logo i hjørnet med et telefonnummer til vareindlevering men intet om vareudlevering, hvilket jeg må opfatte som meget besynderlig.Efter jeg er kommet hjem, kommer der via mit Facebook feed en annonce om de købte Air pods, til en billigere pris, hvorfor jeg henvender mig til kundeservice, for at få differencen retur, men selv om de har lavet en lang beskrivelse af hvor god deres prismatch er, kan de ikke hjælpe for i bunden af hele dette fine skriv er der et lille link, der henviser til 8 butikker som de prismatch'er med. Jeg gør opmærksom på at jeg mener det er vildledende markedsføring og at de spilder min tid ved ikke at informere ordentligt men at de i et forsøg på at være ""smarte"" efterlader mig med en særdeles dårlig købsoplevelse, og en tur tilbage til denne rædselsfulde butik for at returnere min Air pods, så jeg kan købe de billigere i stedet😠☹️😡",Power,"Jeg har i dag handlet i  i Lyngby. Magen til rodebutik, alt står og flyder og man skal bevæge sig gennem en labyrint af papkasser for at komme rundt.Jeg bliver henvist til en stand ved deres tv afdeling, hvor der ikke er nogen betjening, en venlig dame, der gør rent beklager og forsøger af flere omgange at finde en sælger. Efter ca 10 minutter kommer der en ung fyr slentrene, og hurtigt finder han min Clik og collect via mit telefonnummer.Jeg køber Air pods og et tv, får udleveret air pods'ne og bliver henvist til vareudlevering for at hente tv.Efter at have ledt i 10 minutter må jeg tilbage til butikken og få præciseret hvor vareudlevering er, og det viser sig at være en stor port med form som en banner, hvorpå der står henvisning til butikken og et lille logo i hjørnet med et telefonnummer til vareindlevering men intet om vareudlevering, hvilket jeg må opfatte som meget besynderlig.Efter jeg er kommet hjem, kommer der via mit Facebook feed en annonce om de købte Air pods, til en billigere pris, hvorfor jeg henvender mig til kundeservice, for at få differencen retur, men selv om de har lavet en lang beskrivelse af hvor god deres prismatch er, kan de ikke hjælpe for i bunden af hele dette fine skriv er der et lille link, der henviser til 8 butikker som de prismatch'er med. Jeg gør opmærksom på at jeg mener det er vildledende markedsføring og at de spilder min tid ved ikke at informere ordentligt men at de i et forsøg på at være ""smarte"" efterlader mig med en særdeles dårlig købsoplevelse, og en tur tilbage til denne rædselsfulde butik for at returnere min Air pods, så jeg kan købe de billigere i stedet😠☹️😡",0.0829710144927537,M,2022-11-09,2022,11,2
Amalie Stannius,3.0,15,2023-01-06,Power ishøj,"Power ishøj Mega dårlig service jeg har oplevet i power i ishøj, ingen hjælp og hente, arrogante og flabet medarbejder der ikke kunne tag sig andet til end og snakke med hinanden.Var uheldigvis ikke den eneste der ikke fik lov til og få hjælp.",Power," ishøj Mega dårlig service jeg har oplevet i  i ishøj, ingen hjælp og hente, arrogante og flabet medarbejder der ikke kunne tag sig andet til end og snakke med hinanden.Var uheldigvis ikke den eneste der ikke fik lov til og få hjælp.",-0.09333333333333273,F,2023-01-06,2023,1,4
Christian Aagaard Hansen,4.0,15,2021-11-29,Langsom kundeservice,"Købte en vaskemaskine, og det fungerede fint indtil man skal betale. For at få 50% rabat på fragten skal man igennem deres absurd langsomme chat, som jeg aldrig nåede igennem inden tålmodigheden var opbrugt.  Tænker man nemt bare kunne give de 50% rabat uden at skulle igennem chatten, men man vil åbenbart hellere give kunden en dårlig oplevelse.",Power,"Købte en vaskemaskine, og det fungerede fint indtil man skal betale. For at få 50% rabat på fragten skal man igennem deres absurd langsomme chat, som jeg aldrig nåede igennem inden tålmodigheden var opbrugt.  Tænker man nemt bare kunne give de 50% rabat uden at skulle igennem chatten, men man vil åbenbart hellere give kunden en dårlig oplevelse.",-0.003968253968254187,M,2021-11-29,2021,11,0
